Loss
1463.5717693246036
11033.28694877895
30485.299249247826
48336.76065136385
65861.62039620536
67226.50641541772
74211.70806072968
104125.21146142222
98288.29449137852
92369.19619960639
127809.83827799479
104325.46784319196
125255.4402477788
127402.76704846398
106683.50732775702
116615.68651625689
120192.45282718306
106289.77290661703
113164.3371109501
121189.22200859917
115600.08626072844
105337.70718315973
114695.14594845656
107758.54660962976
105187.54024428215
121797.96668928761
107383.70333000358
112252.82123808809
108172.41013371394
99109.25375899057
105849.65806929977
97821.11705186631
117663.68113982372
116347.29424641927
129046.90873731303
112401.91491435758
118790.53252834744
111070.09526500963
110184.98917940237
108195.44180274906
97187.78332443711
107509.78440790591
88729.90949837488
110585.23301046209
121653.470953125
112837.56549729567
124400.64455997242
110762.93544306718
111436.56590270996
111326.14907718629
