Time
1495.0
1753.6
1632.0
1496.8
1495.0
1495.0
118.8
33.4
1497.4
25.0
56.0
18.4
19.2
1495.0
15.8
27.8
27.4
1495.6
1496.2
11.8
13.6
20.2
21.4
26.0
35.2
23.8
17.2
15.0
45.4
21.2
16.4
16.6
22.0
34.0
29.4
16.6
31.8
22.4
456.8
45.0
1496.2
111.0
32.2
1495.6
21.2
17.8
172.4
36.4
20.4
14.2
7.0
