Reward
993.8
995.4
400.6
792.4
197.2
978.4
795.8
995.4
999.4
798.0
795.2
994.6
993.8
795.2
995.0
599.2
995.8
792.8
995.8
994.0
996.0
996.4
996.0
995.8
994.6
993.6
995.4
991.4
995.6
998.2
997.0
992.0
994.0
995.6
994.2
994.2
997.0
998.2
995.4
996.2
995.2
993.4
993.0
995.8
995.0
995.2
992.6
994.0
997.0
983.6
995.0
