Time
1486.6
1230.0
297.0
378.6
205.4
213.8
257.4
294.0
1488.2
240.6
226.2
1498.8
244.2
204.2
241.2
286.0
262.6
214.0
237.0
214.8
260.8
238.8
204.6
237.2
222.6
241.4
238.4
535.6
190.6
230.4
202.8
208.2
209.8
213.6
217.2
216.2
267.4
241.6
230.8
311.6
236.4
319.6
323.2
199.2
218.4
200.6
194.2
193.0
225.2
231.6
224.0
