Reward
4.0
3.2
3.8
4.0
4.0
4.0
26.6
98.6
4.0
107.0
76.4
113.6
112.8
4.0
116.2
104.2
104.6
4.0
4.0
120.2
118.4
111.8
110.6
106.0
96.8
108.2
114.8
117.0
86.6
110.8
115.6
115.4
110.0
98.0
102.6
115.4
100.2
109.6
17.0
87.0
4.0
46.6
99.8
4.0
110.8
114.2
17.0
95.6
111.6
117.8
125.0
