Loss
1461.852789014062
6253.851641185406
13028.053557992196
10463.678248665132
3361.8022604568096
441.5089934831642
27.840071195579437
24.228781357156226
7218.711295561445
20319.57596626435
27403.860463191122
25843.315002639807
27835.086161127154
29167.51214417088
33790.612491676526
41205.74074880282
38037.92339597827
40925.38338755333
42243.42632967887
43074.75757133436
40147.62532657126
51033.048846476784
47060.840407348034
51226.95810896466
60899.136421408584
50304.058669463164
46994.63183668183
54376.41908006544
49276.53078090784
61987.318886185814
55952.349146759814
61102.419955684934
52005.83137429407
72300.85296941208
77601.24247442411
73998.61578708225
62023.14255464994
69291.73069140625
81998.74210188694
88951.03104995991
93903.90550292969
93509.67288387523
99093.32124006245
111500.25404816914
102265.70925165314
121330.34513817148
113144.39818909118
104712.5919214031
99360.75782552084
107895.28367732122
