Reward
98.2
4.0
4.0
95.2
111.2
20.0
17.0
4.0
87.4
120.2
111.2
81.2
88.4
110.0
89.8
112.0
108.2
107.2
111.8
96.2
111.8
117.8
100.4
107.6
104.8
119.0
114.2
110.8
113.6
117.8
105.2
116.0
109.6
109.0
106.4
105.8
118.4
103.4
110.0
101.6
112.6
115.6
103.0
111.2
35.2
118.0
98.2
105.4
117.8
109.0
83.0
