Reward
9.0
9.0
330.4
9.0
930.6
950.2
964.2
967.4
961.8
967.0
961.2
932.0
973.0
938.8
936.6
962.8
938.6
905.8
972.4
970.4
935.4
948.0
974.2
945.2
970.4
969.6
969.6
965.6
969.0
956.8
969.6
974.2
961.2
969.4
976.4
972.0
966.6
961.2
965.2
982.4
963.0
975.2
966.2
960.6
975.0
970.2
928.2
976.0
976.8
964.6
970
