Time
33.8
1496.2
1496.2
36.8
20.8
144.2
276.6
1495.6
44.6
11.8
20.8
50.8
43.6
22.0
42.2
20.0
23.8
24.8
20.2
35.8
20.2
14.2
31.6
24.4
27.2
13.0
17.8
21.2
18.4
14.2
26.8
16.0
22.4
23.0
25.6
26.2
13.6
28.6
22.0
30.4
19.4
16.4
29.0
20.8
101.0
14.0
33.8
26.6
14.2
23.0
49.0
