Reward
19.0
19.0
18.6
3.6
19.0
5.2
19.0
19.0
7574.0
7602.4
7517.6
4048.6
7379.4
7603.8
7765.6
7552.4
7526.8
7372.4
7684.0
19.6
7757.0
7629.2
7615.8
7663.0
7477.6
7614.0
7515.2
7617.6
7610.2
7475.6
7713.0
7706.6
7615.0
7720.4
7750.4
7546.4
7786.2
7788.8
7790.2
7802.0
7779.8
7750.0
7846.4
7820.4
7801.0
7717.6
7716.0
7754.6
7756.2
7782.0
7683.0
