Reward
125.0
124.4
125.0
25.8
74.8
25.2
1.0
1.0
25.8
1.0
25.8
49.4
50.0
108.2
75.4
100.2
125.0
99.0
59.6
122.6
99.0
122.6
100.2
50.6
125.0
98.0
125.0
125.0
124.4
125.0
124.4
125.0
124.4
125.0
99.8
97.8
124.4
124.4
124.4
125.0
124.4
125.0
123.8
123.8
124.4
125.0
124.4
125.0
124.4
125.0
125
