Reward
665.3
661.6
21.6
1305.0
1988.0
1334.2
1918.1
2079.6
2017.9
24.2
1383.4
3394.0
717.6
4627.7
3185.9
4028.9
4038.3
4037.6
3960.4
4091.4
3304.5
3974.5
3423.5
1973.5
1355.4
1403.9
4045.5
1281.9
2707.4
3318.0
3193.8
4660.1
2712.9
3375.1
1958.6
3940.8
3287.2
4031.8
2044.6
2618.8
4008.3
2798.0
2725.2
4034.6
1343.4
2049.1
3306.7
3993.4
3266.1
4549.2
5528.0
