Reward
7.7
15.8
14.9
13.6
16.3
21.5
21.9
23.2
20.4
27.0
25.9
20.3
19.0
25.3
25.9
25.6
26.8
788.3
21.9
25.6
794.0
786.8
23.9
23.8
25.1
21.1
26.0
789.5
802.2
784.3
25.9
28.6
30.8
25.7
27.2
27.1
26.7
26.6
789.0
805.5
29.0
27.3
793.5
27.5
29.0
788.0
796.2
1559.8
800.4
26.7
803.6
1575.7
2335.3
1551.9
1558.4
26.9
797.8
804.5
1565.4
802.5
798.3
30.8
1553.0
2316.4
30.3
28.9
800.0
791.3
798.5
2345.5
2331.1
29.4
788.9
2343.2
803.7
2343.0
800.1
791.3
2335.9
793.9
31.9
1561.0
790.5
1553.5
800.7
1559.8
1560.2
1569.2
796.2
3090.6
799.9
1557.8
787.3
1590.4
1561.8
1567.2
796.8
2339.3
1551.9
794.4
37
