Time
1797.3
1849.0
1879.2
1862.6
1742.9
1796.6
1816.1
1681.0
1735.3
1925.6
1717.6
1584.3
1805.1
1590.8
1760.1
1551.3
1539.2
1540.8
1617.9
1523.3
1673.4
1605.3
1576.4
1777.6
1780.3
1743.8
1565.4
1875.0
1678.2
1669.9
1807.3
1553.0
1666.7
1616.7
1783.7
1648.3
1628.8
1568.6
1696.3
1742.3
1548.5
1571.5
1643.1
1555.8
1827.9
1708.4
1656.1
1617.7
1692.9
1661.7
2509.0
