Loss
277.421532552625
1077.8043623433664
1371.7738725511301
1211.7326836078992
1231.2202497786898
4221.5221826496045
3970.3961689941684
5692.537434773694
2203.727854503295
5099.481518239436
5976.2215814439605
4113.958853321821
4420.24204434016
4248.459357113455
9951.14959681016
5862.535655991155
10510.823413872513
6249.258917782663
10609.504556260486
5020.342363710612
4686.722873781349
6836.14535372391
6397.645550348787
8715.083994186403
7783.926514014651
7976.763623286201
2511.0370994755167
7048.324642543147
13611.609117080503
8328.763801634079
8598.021351352198
7063.034670345231
4808.2530844545145
8425.94577806649
4717.518984804832
5714.784907366062
6625.572374398325
10138.989985303642
7984.766746381174
13455.079630927856
9146.2267906274
6253.925375906484
8220.316897708897
7572.895368798967
7339.183290403973
8087.018365864838
6193.813154217379
13540.37915322932
12529.219964168635
9563.42339745151
