Time
820.6
409.6
169.8
349.5
352.0
215.3
398.8
228.0
266.7
485.1
288.3
212.8
319.3
278.9
281.3
413.9
257.6
257.5
262.2
251.7
232.5
250.1
197.4
206.2
387.0
237.9
297.2
244.3
356.4
469.6
155.4
229.9
338.7
314.3
352.5
260.9
242.7
382.3
124.0
327.3
347.1
302.6
158.2
286.2
241.4
279.3
333.9
220.7
353.1
183.1
505.0
