Reward
153.3
224.7
481.1
662.9
570.7
404.2
404.0
651.4
590.6
605.2
658.8
519.1
427.6
774.1
525.8
790.1
791.3
741.3
782.1
616.9
785.4
799.2
699.3
487.9
802.6
815.9
715.3
707.6
750.2
857.9
727.1
498.9
785.1
687.4
798.1
784.5
801.0
775.8
897.1
780.0
819.8
805.3
610.0
808.3
862.7
791.3
819.4
628.3
767.3
715.1
788.0
903.7
628.1
730.7
726.7
807.0
804.2
881.6
617.9
761.3
905.4
649.9
720.4
611.8
704.4
740.7
812.9
806.5
629.4
632.0
561.6
818.7
836.4
619.0
739.6
895.2
817.5
641.9
905.9
820.5
820.1
901.9
908.0
635.6
648.8
907.0
898.7
894.3
465.5
609.5
826.3
652.5
820.9
801.7
893.4
723.9
698.2
899.4
629.0
741.6
779
