Time
1370.6
1697.2
1709.5
1620.1
1623.4
1619.6
1609.0
1603.3
1623.1
1580.2
1589.5
1589.4
1613.4
1482.2
1601.4
1562.1
1563.1
1570.5
1584.8
1582.7
1595.6
1597.3
1572.0
1584.6
1585.2
1569.9
1560.2
1589.4
1574.6
1582.0
1579.2
1579.2
1588.2
1566.2
1584.9
1606.1
1567.3
1553.8
1559.3
1564.1
1566.1
1579.9
1573.1
1576.9
1582.8
1587.6
1595.9
1565.7
1573.3
1570.8
1580.4
1574.2
1583.6
1555.3
1572.8
1574.6
1578.1
1567.8
1551.2
1585.2
1569.2
1586.1
1561.1
1558.2
1555.1
1575.9
1562.1
1567.1
1569.7
1571.2
1568.9
1566.1
1585.9
1584.5
1560.7
1557.7
1576.2
1596.3
1573.3
1577.4
1563.9
1579.8
1585.6
1581.9
1586.0
1553.3
1594.9
1551.8
1588.9
1585.7
1567.3
1576.0
1585.5
1557.4
1563.1
1575.1
1574.3
1576.0
1592.8
1580.7
3030.0
