Reward
477.5
431.8
615.6
539.2
616.9
772.9
730.8
738.4
754.2
683.1
823.8
753.7
794.4
801.7
816.9
823.9
842.7
855.7
887.1
871.9
870.1
862.1
904.9
891.3
899.7
901.6
900.9
876.1
880.0
898.4
877.0
889.7
898.0
895.5
878.1
916.8
889.8
909.0
917.4
914.9
914.3
925.4
900.3
915.7
907.5
913.7
929.0
912.8
931.8
931.2
913.0
918.6
925.2
925.4
921.0
914.1
917.0
935.0
922.0
920.7
928.9
918.6
936.3
958.3
927.0
925.6
941.5
943.9
924.2
936.1
938.0
931.8
933.2
940.7
939.3
923.1
922.7
950.4
940.8
933.1
939.9
932.6
929.7
930.4
920.0
947.7
940.5
923.3
932.1
934.1
936.7
925.7
947.4
931.2
937.9
947.2
927.8
921.1
923.5
942.1
957.0
